+1.156779e-04    +6.079877e-06    +2.805958e-05
+1.156779e-04    +6.079876e-06    +2.805958e-05
+1.156779e-04    +6.079877e-06    +2.805958e-05
+1.156779e-04    +6.079875e-06    +2.805958e-05
+1.156779e-04    +6.079876e-06    +2.805958e-05
+1.156779e-04    +6.079876e-06    +2.805958e-05
+1.156779e-04    +6.079875e-06    +2.805958e-05
+1.156779e-04    +6.079875e-06    +2.805958e-05
+1.156779e-04    +6.079875e-06    +2.805958e-05
+1.156779e-04    +6.079876e-06    +2.805958e-05
+1.156779e-04    +6.079876e-06    +2.805958e-05
+1.156779e-04    +6.079876e-06    +2.805958e-05
+1.156779e-04    +6.079875e-06    +2.805958e-05
+1.156779e-04    +6.079876e-06    +2.805958e-05
+1.156779e-04    +6.079877e-06    +2.805958e-05
+1.156779e-04    +6.079877e-06    +2.805958e-05
+1.156779e-04    +6.079876e-06    +2.805958e-05
+1.156779e-04    +6.079876e-06    +2.805958e-05
+1.156779e-04    +6.079875e-06    +2.805958e-05
+1.156779e-04    +6.079876e-06    +2.805958e-05
+1.156779e-04    +6.079877e-06    +2.805958e-05
+1.156779e-04    +6.079878e-06    +2.805958e-05
+1.156779e-04    +6.079876e-06    +2.805958e-05
+1.156779e-04    +6.079876e-06    +2.805958e-05
+1.156779e-04    +6.079875e-06    +2.805958e-05
+1.156779e-04    +6.079876e-06    +2.805958e-05
+1.156779e-04    +6.079877e-06    +2.805958e-05

+9.839967e-05    +3.461026e-05    +5.210997e-06
+9.839967e-05    +3.461026e-05    +5.210997e-06
+9.839967e-05    +3.461026e-05    +5.210997e-06
+9.839967e-05    +3.461026e-05    +5.210997e-06
+9.839967e-05    +3.461026e-05    +5.210996e-06
+9.839967e-05    +3.461026e-05    +5.210998e-06
+9.839967e-05    +3.461026e-05    +5.210998e-06
+9.839967e-05    +3.461026e-05    +5.210998e-06

+7.952318e-05    +7.665191e-05    +7.696291e-06
+7.952318e-05    +7.665191e-05    +7.696292e-06
+7.952318e-05    +7.665191e-05    +7.696292e-06
+7.952318e-05    +7.665191e-05    +7.696292e-06
+7.952318e-05    +7.665191e-05    +7.696292e-06
+7.952318e-05    +7.665191e-05    +7.696293e-06

+1.177184e-04    +6.798766e-05    +7.350569e-07
+1.177184e-04    +6.798766e-05    +7.350564e-07
+1.177184e-04    +6.798766e-05    +7.350568e-07
+1.177184e-04    +6.798766e-05    +7.350565e-07
+1.177184e-04    +6.798766e-05    +7.350561e-07

+1.010778e-04    +5.385889e-06    +7.259012e-05
+1.010778e-04    +5.385888e-06    +7.259012e-05
+1.010778e-04    +5.385887e-06    +7.259012e-05

